zid,function_zid,label,analysis_category,has_while,has_for_range,has_recursion,has_int_arithmetic,loc,c_status,c_quality,c_approximations,c_has_precond,its_status,its_quality,its_approximations,its_has_precond,its_modulo_abstracted,aprove_c_result,aprove_c_verdict_corrected,aprove_c_failure_reason,muval_c_result,muval_c_verdict_corrected,muval_c_failure_reason,verymax_result,verymax_verdict_corrected,verymax_failure_reason,koat_result,koat_verdict_corrected,koat_failure_reason,t2_result,t2_verdict_corrected,t2_failure_reason
Z17976,Z17973, add suffix to string if it does not already end with the suffix python,NO_LOOP,0,0,0,1,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z17981,Z17977,"opposite era, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18004,Z18002,is Swedish noun with multiple plural forms? python hardcoded list,NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18009,Z18006,is Swedish noun with no plural forms? python hardcoded list,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18071,Z18069,"select alphabetically first item, python",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18078,Z18072,"Gregorian era to sign, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18083,Z18080,"sign to Gregorian era, python",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18088,Z18084,"Gregorian era is AD, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18119,Z16307,"N months after month, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18123,Z17687,"convert [R,G,B] to hex colour, python string formatting",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18136,Z13411,"distinct words from string, python implementation",NO_LOOP,0,0,0,0,11,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18141,Z18140,Russian to Tajik (Python),NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18162,Z18160,"Swedish verb, preteritum, umlaut - a python ",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18165,Z18163,"Swedish verb, group 4, supine, python hard coded",NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18168,Z18166,(Swedish verb) has imperative? python hard coded values ,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18171,Z18169,"Days in Bengali month, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18177,Z18175,"Swedish verb, group 4, present -er/-r/-an python hard coded values",NO_LOOP,0,0,0,1,11,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18183,Z18181,cost of fossil fuel car journey (litres) python ,NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18186,Z18184,"Tint of colour, python",NO_LOOP,0,0,0,1,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18191,Z18189,"Shade of colour, python",NO_LOOP,0,0,0,1,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18198,Z18196,"Tone of colour, python",NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18200,Z18199,Kurdish plural Python,NO_LOOP,0,0,0,1,41,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18217,Z18216,Python ezafe join,NO_LOOP,0,0,0,1,10,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18232,Z18226,"(Swedish noun) needs interfix ""u""? python ",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18237,Z18233,"(Swedish noun) interfix ""o"" needed in compound? python ",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18239,Z18238,"(Swedish noun) interfix ""e"" needed in compound? python ",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18256,Z10375,is title case - Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18257,Z10363,"is pascal case, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18258,Z10324,"is snake case, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18259,Z13119,is pangram of alphabet - Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18260,Z13482,is ISO 639-1 language code - Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18262,Z14083,"is valid language code, python",NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18265,Z18263,"Saturation of colour, python",NO_LOOP,0,0,0,1,11,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18272,Z18268,"Lightness of colour, python",NO_LOOP,0,0,0,1,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18273,Z10962,not boolean implication - Python,NO_LOOP,0,0,0,0,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18274,Z10348,backwards Boolean implication - Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18275,Z10964,not backwards Boolean implication - Python (temp),NO_LOOP,0,0,0,0,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18279,Z18276,"append (NN), python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18283,Z18281,"alphabetic sort, python",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18290,Z18288,"concatenate lists (NN), python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18293,Z18291,"remove matching (NN), python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18310,Z16793,do these charges electrostatically repel - Python,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18312,Z16897,do these charges electrostatically interact - Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18356,Z18336,is valid Wikidata entity identifier? python,NO_LOOP,0,0,0,0,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18371,Z12678,Is Bangla word (Unicode Range),NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18396,Z18387,"Month number to Bengali month, python",NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18399,Z18397,"Bengali to Gregorian months, python",NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18426,Z18424,(!) hard coded emissions per year and country,NO_LOOP,0,0,0,1,39,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18439,Z18435,Gregorian to Bangla in python (India),NO_LOOP,0,0,0,1,30,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18441,Z18440,"Python tg1, jpr1, jpr2",NO_LOOP,0,0,0,1,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18461,Z18459,"inches to feet and inches, python",NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18491,Z18489,Arabic to Indo-Arabic numerals Python,NO_LOOP,0,0,0,1,20,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18505,Z18504,Indo-Arabic to Arabic numerals Python,NO_LOOP,0,0,0,1,20,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18528,Z18522,Z18528,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18543,Z18541,Basque plural noun python simple,NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18553,Z18549,"is Quechua word, Python",NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18578,Z18573,"Days in Bangla month, python",NO_LOOP,0,0,0,0,9,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18579,Z18541,Basque plural noun python,NO_LOOP,0,0,0,1,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18604,Z18603,hasSequenceVowels Python,NO_LOOP,0,0,0,0,10,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18617,Z18616,python regex,NO_LOOP,0,0,0,0,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18620,Z17713,convert X11 color to hex (python),NO_LOOP,0,0,0,0,155,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18669,Z18662,List of Bengali months in period (python),NO_LOOP,0,0,0,1,13,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18671,Z18670,basque singular ergative case,NO_LOOP,0,0,0,1,20,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18680,Z18679,Malay ordinal: Python (strings),NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18709,Z18708,contains non-standard Kurdish characters Python,NO_LOOP,0,0,0,0,12,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18717,Z18716,Python list,NO_LOOP,0,0,0,0,20,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18721,Z18720,English Wiktionary HTML page content python,NO_LOOP,0,0,0,1,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18723,Z18722,python help Python,NO_LOOP,0,0,0,0,20,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18743,Z18742,"Basque cardinal to ordinal, python",NO_LOOP,0,0,0,1,13,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18787,Z18784,"Z18784, Python",NO_LOOP,0,0,0,1,21,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18808,Z18807,Suffix Kurdish word in Python,NO_LOOP,0,0,0,1,22,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18827,Z18826,"Basque month name from month number, python",NO_LOOP,0,0,0,0,16,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18830,Z18828,Python bal-latn > tg-latn,NO_LOOP,0,0,0,1,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18834,Z18831,Bengali -এর suffix form (python),NO_LOOP,0,0,0,1,58,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18842,Z18837,Bengali -এরা suffix form (python),NO_LOOP,0,0,0,1,58,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18853,Z18852,contains shouting in python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18860,Z18859,Filter shouting words in python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18878,Z18877,Python bal-latn > bal-latn-tm,NO_LOOP,0,0,0,0,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18885,Z18881,Bengali -গুলো suffix form (python),NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18890,Z18889,"validate hex color, python",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18894,Z18893,"Malay prefix peN, python",NO_LOOP,0,0,0,1,50,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18903,Z18898,"echo or replace, python",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18911,Z10196,"re.search, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18923,Z18922,"Required cables in mesh topology, python",NO_LOOP,0,0,0,1,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18940,Z18939,"character to sign, python",NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18960,Z18957,"date difference, python",NO_LOOP,0,0,0,1,49,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18964,Z18961,"date difference in days, python",NO_LOOP,0,0,0,1,16,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18971,Z16289,"month is in list, python",NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18972,Z12497,Python math.acos(),NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18986,Z14046,"element to Typed list, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z18989,Z18988,"Form after numbers in Arabic languages, python",NO_LOOP,0,0,0,1,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19012,Z19011,"Indefinite to definite noun in Arabic, python",NO_LOOP,0,0,0,1,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19014,Z19013,"Imperative to Present Tense in Tunisian, python",NO_LOOP,0,0,0,1,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19024,Z19023,simple implementation,NO_LOOP,0,0,0,1,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19032,Z19031,zip lists Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19035,Z19033,Hamming Distance Python,NO_LOOP,0,0,0,1,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19044,Z19041,AD to CE and vice versa Python,NO_LOOP,0,0,0,0,12,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19064,Z19020,"is a Typed list, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19068,Z19065,"Gregorian era of year number, python",NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19080,Z13163,get weekday(Python),NO_LOOP,0,0,0,0,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19083,Z19077,identity of Type,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19088,Z19084,"same Type, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19095,Z19094,2x2 matrix multiplication in python,NO_LOOP,0,0,0,1,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19103,Z19085,Python with decimal,NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19106,Z13558,use reduce on the list with mul operation,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19114,Z19112,"Reverse domain name notation, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19150,Z19135,"Moroccan Arabic ordinal (up to 10), python",NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19157,Z19156,inverse tangent python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19326,Z19293,"lemmas of lexeme, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19332,Z19330,is noun lexeme? python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19410,Z16773,Python first natural number is in closed interval,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19423,Z19418,"to HTML list item, Python",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19454,Z19295,"Language of lexeme, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19462,Z19217,is it a valid ISO 6709 code Python,NO_LOOP,0,0,0,0,24,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19468,Z19467,Light Year to Parsec python,NO_LOOP,0,0,0,1,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19483,Z19479,Python different day different time zone,NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19508,Z19503,Natural numbers in Malayalam Script Python,NO_LOOP,0,0,0,0,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19557,Z19556,Is year US election year (python),NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19597,Z19298,"lexical category of lexeme, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19617,Z19509,Python's builtin min(),NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19634,Z19306,Z19634,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19650,Z18670,Singular ergative with soft r,NO_LOOP,0,0,0,1,30,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19668,Z12036,Z19668,NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19680,Z19679,Fraction +,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19685,Z19682,floor if > 0 else ceil,NO_LOOP,0,0,0,0,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19692,Z19686,Python Fraction ==,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19695,Z19694,"negate q, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19707,Z19706,Python multiply fractions,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19710,Z19708,Python divide,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19714,Z19711,"Python, to the -1 power",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19739,Z19736,Python max(),NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19741,Z19722,"simplified numerator, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19742,Z19740,"Python, min()",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19759,Z19751,Python >,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19763,Z19752,Python >=,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19764,Z19753,Python <,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19765,Z19754,Python <=,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19780,Z19724,python fraction denominator,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19794,Z19699,python q1-q2,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19801,Z19800,python limit_denominator,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19813,Z19806,"is q in Z, python .denominator==1",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19817,Z19814,python Fraction & round,NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19831,Z19826,"multiply q*n, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19840,Z19833,python q1+q2 / 2,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19846,Z19841,python round(),NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19850,Z19848,"q from n1/n2 python Fraction(n1,n2)",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19855,Z19854,"python Fraction(z,n)",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19954,Z19953,"exponentiated rational number, python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z19972,Z19967,"complementary probability, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20002,Z20000,"Bayes', python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20007,Z20006,Python %,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20014,Z20013,"Arabic Syriac to Latin month, Python impl",NO_LOOP,0,0,0,0,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20025,Z20024,"Arabic Latin to Syriac month, Python impl",NO_LOOP,0,0,0,0,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20060,Z20053,"python, math.ceil",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20061,Z20032,"python, math.floor",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20073,Z20065,"python, numerator == 1",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20079,Z20074,"python, invert sum of reciprocals",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20086,Z20080,"python, sum list of rational numbers",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20120,Z20112,"simplify, python return",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20133,Z20132,Z20133,NO_LOOP,0,0,0,1,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20171,Z20160,"if >0 return year, else -1*year+1 in Python",NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z20180,Z20172,just add 1,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
